symbol,error,full_universe_scope,published,cache_sha256
SH516330,,True,True,63f788a652e0fced3cbdf6b9ac6f62581a381a50af8f9356ac7e996851e74fba
SH516350,,True,True,62defb36e539d3096d0d5cb24ccc7cd5b5ec9c9e37e11dd79f309ec58a9456da
SH516360,,True,True,3426208359f59cbb9e52bf63bee58dfc0c3ce6e6549392d4cf64cfd310789f9d
SH516370,,True,True,5f9dc00317fd6e9e88f4951568ef73db3101ac3ad62fcf6ff818bfb440b1ee4a
SH516380,,True,True,b7d73ed3743553d142cacc8acb15150b10602c4280c5ad17989034022c6eece8
SH516390,,True,True,589b7a81f5d8d1c860fd4b8658528f615c6d57cd959d61e255ce0b8c3dc68626
SH516440,,True,True,67a72e9c8a515acae888f34cc4e794c8e1abff42d76743845ee5090e6b8e6c4e
SH516460,,True,True,f72a66bdcbaaaec4765a13f25fddb2e5ce6c3943d22a3ddb0b44a6d5f8be8f2a
SH516500,,True,True,0b20b99dde0f1b0e854aeb38887762e5ebf62ec63ccd1d22d5b382179a4eadc6
SH516510,,True,True,dafc69e08c706f648e25f507b820d4a92861fc570dfaf6baa14af864ea65619a
SH516520,,True,True,2fc23b164acf4dbb700d359e74f37340b2363eb9914938e7b70e99ae962e7244
SH516530,,True,True,d9bca7cc036a44dcc2f870abf18f93a2700b58bdd75c73029c02ee5b6598b594
SH516550,,True,True,ed422dc0c7c2c8197e37c3900531a3324614152892d38584e49b31d881fbb8ea
SH516560,,True,True,55d8119668fce2311784182589038b695dedd3e81167e1c239f0726549454f15
SH516570,,True,True,01def23dfc0d72d519c9cf9efed51a4f8a51b468c0745762aa44aed0db2712e9
SH516580,,True,True,45837df77f282a86edbb462f0a43205c00109a10670cb9c8b437dbdd4efcfb0b
SH516590,,True,True,869f88cdc732833d17519e1426d622b96718c726b06001df867b561e2a6ac12d
SH516600,,True,True,aa897c2aa3cda1e94a34378a3b2ceb00697366daf77072ab27427c3a7c8ec780
SH516610,,True,True,709392faf4737ba4290f5d93a0acb46b37098fa9e20ae2cea1e4f23523d53e5d
SH516620,,True,True,3b02f02aa2346486bf1daeb38fce6b76429b4b4eee6e815c1a39b13f0793d969
SH516630,,True,True,c84006f4a6837da3171d428c882e87e27d3d109c293e767714d1da35d49b3cc9
SH516640,,True,True,d6eab71acf6dfeef6589c8015ad6b1394b5b3095ade575b3b6510d145cccd54c
SH516650,,True,True,e88468e1cc0d1e34993173d2ebea46bab7a0c46ea75a6b063735189fd170da01
SH516660,,True,True,f4e7185a79c4a6f30ca95a13891ef8575156b4ccd2ce4492c475a4cd792c0360
SH516670,,True,True,37cade95336ce328fed22ba0e1f30e3c8fd09769e7685b1c381cbc9cbd55714f
SH516700,,True,True,7ad1e7aa575ad29f73df606cf137f406d75bdc3d27beb00cc818588f4b7413bb
SH516710,,True,True,66bba1af02cd2d93cbcb34bae91158a6f3a6718504bbd0d0282c6142f0ea6cc2
SH516720,,True,True,5ba17df169d5a7288f9618684b38b30a060d2a9df76b252160900262c3ef5ccb
SH516730,,True,True,e162ad85cf8bd3acab25d15f2df12e5543c320e953c795f385d348b95c1be3da
SH516750,,True,True,8b9c017305806e33170aa098017049a835e19cf388087e2d453ba1a3a6a6e8ff
SH516760,,True,True,a106bfca2a40a882e5ec1ff25d06f709044aa867ee5fef1e80b778b169b88de4
SH516770,,True,True,90330e6c4956cb056bd4d5ec6ebd4e2d6e4b07b1e91d8ce22b850d212f017fe4
SH516780,,True,True,d9c76a097e3e3e437169c9265b0a53bbe496024fcb3878d55607f27a8f96f514
SH516790,,True,True,f9c360ccd4cd831c5a4f300d6692bbc66131d5a4b3b298515014f321c1b00ea0
SH516800,,True,True,94e05c1f3da1821640e4f11f19417f308536f2cb8aa0835239c83aa76c5c91ba
SH516810,,True,True,68896dcdf3f11f639b2d0787f67d662adf045da58c62139a65df0fb6d0be4abd
SH516820,,True,True,9e9e4d671ead4fbb658b4e0f5def0d7aae90d522253c7c9854270af35eb8271a
SH516830,,True,True,251d5114226f36929226b8ee6689824e85873883c2f376d99ca4410177fd67e9
SH516840,,True,True,1af0ab3a5dc4171b78f0523827805788a75571bfd60025254afb6b8e1b813b57
SH516850,,True,True,ffdb91a1fb6fe40f88adf80167e0a75dd4b9c7b8b4c3bd7566909f4cca2ec9da
SH516860,,True,True,13ac6c7289e556eb4b016ae64749f3284ecc3a80bbf23fad9cfb505bcf245f1c
SH516880,,True,True,6c6fbebdb117ff9ae91a057674292001b343c51ef83c6cf2b033b56b67a35f6e
SH516890,,True,True,310fa94325899277c6f18f67af2083810ada27667cfc7a18bd22c0f8c988a978
SH516900,,True,True,2e3eba803cd61d687c7c688692e9157c1c29282ac06fd64264c18b544b1bcf1f
SH516910,,True,True,82fbec0093ef462c4bce6cbc7700b76bc31062825feaae11e1b531cf10dc5fd3
SH516920,,True,True,36d9accf4000a8df8326d431886c154a28b2b5e9c4d3e65abfb4726f67565b01
SH516930,,True,True,790607dc771e90ed09d9b5c6120459d569cd2b4a146100716131127305102899
SH516950,,True,True,8818da5a73a54635b3d0237003a777b9fe6c7dc7106ff2ff0caf512be1418367
SH516960,,True,True,9ce13d65684c940630d08146347dacb40d74dcfd78bfb4f6f92277299cc0df20
SH516970,,True,True,3e809acb42707b033a68ba4f55c115853d74b9476a376fb1fcad790d039ca35f
SH516980,,True,True,2ef55fd15684531dce98c0db20d81dbb86ee1bed372c7070884c84d678c6a343
SH517000,,True,True,809f716a2e94dd31e1c9819749e4cbde25b39cd5adb248b58e311655104003e2
SH517010,,True,True,cec6328a4ce20466a6686c7aad01517afbefcc44ad8ccc52bf5ca2e35b2e6ec4
SH517030,,True,True,56ed3fefca8571af78fad16a5c739453b1bd774b323356c946bc9e0ab36ed98c
SH517050,,True,True,fec48bcc5ee676e96753dc1ca6764d1a997869344886474858c3777c44616b10
SH517080,,True,True,2a9ae524a633d0017b0be7f1764797d92ce941bbaf2def38eb0bd414d9e3f302
SH517090,,True,True,8d1f91450b575e23ecbc8cd0c63eb877d09bce98a14e32a288ff409236419130
SH517100,,True,True,733a8f228e58fc2fcb46b8e33ead8ec88da1919d2e2bb824a8a1dc82aea053ec
SH517110,,True,True,ca0cc49e2e9b28aba8e7a8b5150232d41238f010101fa9973c3c6b3afd539469
SH517120,,True,True,43033f05ab421ebdf1dbbadb35ba537d2dd148ae6c67f6d3c465ac3c29b707d7
SH517130,,True,True,234e77cec382a1acf92436679a79ff452fc0d4810ac91c28a43c06b1d7ce79eb
SH517160,,True,True,1f807578e51c4c57d1c2971ffdbead4f6d279767358ffd893011a1fdc5ad29d8
SH517170,,True,True,4ba6a6b94ed45fe77b44e5083aaa26bd2fc883acf6f845f0ca387ffb546e10fb
SH517180,,True,True,f4c92fb1531562d4aa8d61884ca7e022e7ff30d1d3ce7baa726849a865cc65af
SH517200,,True,True,6e116d09b3b49a621b3560924bbdd29d44278b4458eee36154254a3ebc68edcf
SH517300,,True,True,f90d7f757f89152644980fe200c640ec111ec806d11744b12d962f8f00122af7
SH517330,,True,True,246e3ce60dd53aad5292aeaf7126b3baf0109cc44503e91a5de81c00e7ce8c0f
SH517350,,True,True,1156537491052e1b143fa6b5cef84095749a882fd374802f53539ecd5d92cb5c
SH517360,,True,True,35c03db8f0a867a16ebe87df623aedb51e9fb8be247a688efa062f5a8db2e74c
SH517380,,True,True,9c3323f9ff45d92cc60e9b1cc30d80b2567ffa9759a56d1e2e7966c87134c099
SH517390,,True,True,e577ef1e343c11605085a626f0bbee17f22120d461420dfb33ccfb99168e1bda
SH517400,,True,True,cfd756a4682777eb6dea3c625baf49d76239a5d7b3dd0f6f280289408fc4b716
SH517520,,True,True,4acc498c1227332a1eaadb592b742de321d58bc37dc6e9a3dc4cd341ad8bdaa0
SH517550,,True,True,c6673e0b53f497b820c30b67dad4d2ac17b17d5d0a3f6d8350fdfc785dbe3a35
SH517660,,True,True,b5a0d3f2fa9752b640003b34478c9c686b90d05b215438c21cdf74d289c7fbd7
SH517770,,True,True,22733ea9610aaf95e52fcbfd0fbedb3f8e1ab1a9bc0d84c53d41f7865c9f9e7c
SH517800,,True,True,e68e45ef0072eb6f088b9a71016f3180fcfc9dc08b2561dc3c7f8fd5c404d1a2
SH517850,,True,True,cf619785c0134e45c256557339a43484e5934473a73b43e201cd0ec096d626c0
SH517880,,True,True,598cbb29c6bc3a6d642c4d45a69d551d205fbd257537ffa1bcc3056740d3e8c4
SH517900,,True,True,619c989007e532384f014a02b2dc089d02b70e4dd032df8858d1d68fcf46c3cf
SH517950,,True,True,752cbcc32cbb5671b7592a8897d0827f7d01273b853358b7f4c29fe4604aab0e
SH517990,,True,True,45ef3efb7890ecfdde8103c818f2e9fc199cce27fa56a345a4fa45961a135a41
SH520510,,True,True,0e6bec04e3698d557676a7a1d3a45bfe79efbd7ba72039f4a40d450532978786
SH520530,,True,True,f3836ab7499e59fa915c009d860b527b69a6b49dd399db6836b7acb04bfc5161
SH520550,,True,True,186e810a3a38ffa69b72bbc1984a969a469eda2716c7e9e2cdce7ceb1ea1ff40
SH520560,,True,True,9658bd03f9ad05a58a104acc100565b8f0a4f8ca5ba85c9907893ef97d38ee87
SH520600,,True,True,328f8eb84f8d4de6cdfbabfa72e8e4737d58609c5a26f844917f1a6eddb2665e
SH520610,,True,True,1ae12f492112d5f56afa2bd31708a061df95d7b0760e28dce129926b95e1b46f
SH520620,,True,True,bae6d0bb5498c705b8ba3593ecc89c780f13c4d409ca8e12f9eb44d7f4a8e410
SH520630,,True,True,4db4fb6c173d099fa42b3823ff5275843733752959f38b0b9fee782dd5b612c9
SH520650,,True,True,3fa7f5dcf11eee91e1e6a757bbdc6d517ade1d149ab6d1125614560b7738680c
SH520660,,True,True,4411df718225d3ff9aedd204dfc13374a6e512b2a24c5b892c9e70a9a14a2dc9
SH520670,,True,True,cc08cf77165f0de27e197576f01af673872bb8cf3982d6330066960501f5b976
SH520680,,True,True,8292edd717a850ac51c366bc4108adc6b090aa836daa311fa114ff7381170dbd
SH520690,,True,True,a73dcf3830e0e07ac6edb6bc99fa474edf1fd1b2a77e6dc5037f03ce76605d5c
SH520700,,True,True,dec86472469d79e2c1f2d82befeed36f2e2d7312785de382e9779daa680c8789
SH520710,,True,True,484f8fb15eceb3da1c98d7b6b0a1dcbaffeb28a57e0378d63f66500c8b65890c
SH520720,,True,True,62fba0a79c35bd608d08fee4f3ba526b1414c9ecbda20e96aa615fd682716743
SH520730,,True,True,52f9d1440735fa4eedfe98185e56b88fe60be36dc20c2f293e10f238f2cf3e4f
SH520740,,True,True,88edb6aacf351d15be7c410934b703ee6a0a06db9831a2c7678f498d71479b10
SH520750,,True,True,64582904a69ac2038134611aea0fc85c174b6147acb4e8b208d166717c6d0fd2
SH520760,,True,True,28f4cd2fb130251260f43ea5efaef2117d82c2e4312cae98d1dd0d4f809c035c
SH520770,,True,True,1a2118753d5b6298db8026e32bcfd4c0ebc44bcd12c2bc576e762668a55133ba
SH520780,,True,True,611d3a5b90a6372f3fc594d8e19c9dd61a23447fbfa0f6a31b443f5d8b9b37e7
SH520790,,True,True,5ad2bc3181587a63212b482c0c64111ef90dffcd52b38f02ec2311879468ccde
SH520810,,True,True,15ec97a644986de315e54c0fb4e07a6f0e2544ff66f615e1e4bd0edb751c5fea
SH520820,,True,True,e5e73bc0fb720daf6add0f13a48d8645ab1f531a44b12fc589f0430937db3956
SH520840,,True,True,ed2a52c7649619d1433bd5f729059db5816a68c1f95ff53e18becaf06ee6bb4a
SH520850,,True,True,3b7e7297dced8d9637079d88e81f8ec77f6ef2f2fd6069b8fd9a1f3d6fd0f3cb
SH520860,,True,True,a9d87f898cd16c45a6a16b8ed93f2b176c0a9281e34db12fe079d608cb6a38ea
SH520880,,True,True,5355ebfbf6757fa853a38280d09d4bb1a3eb461aecc95dc5502717719758d78e
SH520890,,True,True,33fde7de9062b1ca50e53a5509b4c9a016f0f51610b40b7504dccff276f0d7c2
SH520900,,True,True,7bf4bb3b68b520ba10b209774fdd0d90a017bab0a13aee579c7d21e0a9385619
SH520910,,True,True,7714ff7a966cdab96c5ba12c8359a662d73c80db1cc211bd578bcbd2dbcdff78
SH520930,,True,True,1de50c74215b23febc1d75220f7fec9253858f75146b035ec6b331ac44d3c006
SH520940,,True,True,82a51f9859d0a9a31e833d6a553d352d153c17fdfcf6884c37475926d5c66f56
SH520950,,True,True,b3be7e5cfcbf005e5858507070716b10c102c88f2d6d7824e37c97f357fe1b70
SH520960,,True,True,5de1c9c9797d5b7b643398859f7efe2d23ebd9f992625fc1a9238c9a804c3843
SH520970,,True,True,99aff29773d8e348b3be1c42d55b1835bec20b7ecbf3db21af5a9610a87ca4a7
SH520980,,True,True,f3d329e4826263afd84882f6f1b445f68a412ea6e74b0b895f7813ef94a29f99
SH520990,,True,True,be781eabdca170b835d25fc2d08a9864bd1116b0ecd092d5cd865049109b429b
SH526000,,True,True,d4f96ccac410c286ec5d179856e111551fd4874bcfc24a9953d336f2a2153a3f
SH526010,,True,True,72375acaefb3fe8c79a49e82493083e5ba0aa45a2a278726a5588beee38ce2a0
SH526030,,True,True,ad7b0fab04d018886fa17c1bc95e5dc013af8d4ebbd87720567145e022f5a4bd
SH526050,,True,True,39316d79e90739dc66c43f3a52bd9eb5ac62cf0d304e592a9c6dddf6a1935a2f
SH526070,,True,True,67f58f6a9a2048c677de515693ad8958f3c8a735d34bb85d686ffe2ded8d8ed1
SH530000,,True,True,687287af688054274d778386a8293dc79b72ea7be2369fb3cd2b9a9d8495ddad
SH530050,,True,True,d03b37ac4e37e1412b89cfbc3ce9b54df00a1781c0b0f8d1cb2fb2d2b1d2e257
SH530060,,True,True,483814bedf2e41b10ac11a1c102143454b4f2c80739b4aa0fe77e97244dfcdfc
SH530080,,True,True,126d4428794f99d18996f0f517b4544b7c4de116fa1d55f86a00005b15ce577b
SH530100,,True,True,7e6cadd0cb0348788a599c93ef4e96c97a448bda07495121b110efb8d8770888
SH530180,,True,True,945262aa483b9a81380c9b6ccaf0bb8dbe7d4630b9aaecc17b82136bebfacc29
SH530280,,True,True,b4fdf9fc66279ed767686fb636614faf9acc17d8f91cea96f22e6b035d98d98e
SH530300,,True,True,b4d0546de6eddbf9a354971ad6128d0d5dbfefcc0e65af4606116a60962f6c07
SH530380,,True,True,3635c17010448744dc05dd1f35ff99d5eb71cd93fa745eb1707f7cc92d88a24f
SH530530,,True,True,b5e7b1902e14be12e8a98426666fd382819a4e27c6f7099cf398c5e1a9b1a005
SH530580,,True,True,fcda8d8a03af6e8c39d3c40a17124a46c108764ba090396a1b3fc58907e6d474
SH530680,,True,True,ead048aa095cd0c1e3c48e6a9f823197b73fe78820170065db853083dc346dd5
SH530800,,True,True,c6f19d47441cb587f431072ceb12384b596f5530fb7783760f4dc119cc16dbb2
SH530880,,True,True,363e3d5ade7852c3133b18aa85f20b263dfd0ee5528f54be644d288428dac517
SH560010,,True,True,b6e4d353423865d6236c8bf11d14750bd9bde55024ae107dbf0c9a5b3d2c82e9
SH560020,,True,True,1a0255bbe2613a8ecbcbe85573c973037b0137a81a08e486a7a0fcc5fab52573
SH560030,,True,True,105e526253968fcdd11b19e84cde94fd9179d0b01a24263dbf11a4d747605891
SH560050,,True,True,1c75f54a6c5aaec992a2b8ace50a9c789b2cd97febb5a6db211619ecadc35a90
SH560060,,True,True,6ecf1ce1aa360853c5ffb26465e2ed42e1dbaa1de5699ec4e5a3657da422bfb7
SH560070,,True,True,41b74ccdf30ad0da541453168e8a6bf43ca662634fa55b90f5219cb09b78413d
SH560080,,True,True,c35573c69e3e02bc9ca3fe3e8b7288b7d3eb849c64e805d535e2045b62a255a8
SH560090,,True,True,61221d20691a1f7b7e5fb42fd07087f8a83eb95d07cf5b48fed600308a30b491
SH560100,,True,True,dafa3ff0f882f6f9bd6f89654aac52119e35783c3918c1abc002f498bba7bda6
SH560110,,True,True,209c35c038c367bad55cd1099fd1866d35fdb7bb313721a666efbb1b7df5158b
SH560120,,True,True,4407ee9ef341b5482304b62c70c95c26595c446cf16134fc267748a2fbc14468
SH560130,,True,True,11e2d6c7a5a13de35d71c91ee8aafb3f9c0d91293aa32a8b831392f3330dfe4b
SH560150,,True,True,bcb6319d7cbde879b0ef7a16bebc7fd55625fe309387a8d1820fb2e8cb525165
SH560160,,True,True,171d27bf8a0ded7ec861156ba6d6c6cb375f21646c72fd6524ae8794434c518a
SH560170,,True,True,9c25ae65d681800085b0d875bcda3143f1664a9340c7ad63ec6720d735519f16
SH560180,,True,True,3bbf261307d2576316e3b98985e47cb65202d78f3907740c545db9c4eb37026b
SH560190,,True,True,6122d43d9bf5788bd469835e17e14cc0dfc1287fb47d620ff66f0a3ee50103e7
SH560210,,True,True,0a345c7bde10ef36af5ad72065647926a8a3fce7910fa1815a2084c66ba435b4
SH560220,,True,True,3117866a0cf6c0b6acc28c059ff60ca210e935c46d93bc9066eddc7bafaa81d6
SH560230,,True,True,5225a890c60d37f53954f71ade947d2d5255338174b6b02c8d4185f5a6d10a46
SH560250,,True,True,c51704b4583a5f6e55d5babc3260f9f81f3172459a6d9fd8cf50bc7bd13b8c62
SH560260,,True,True,9d1362e38e42a56a4c76da687d12ec993ac66cc6e54f101d461e3c1225a99714
SH560270,,True,True,876f66dda1494bc16d4663f23021b1d4bfe26682f4be779691f85b07ef422df7
SH560280,,True,True,803b904f8e6d115b44619b7a10e07a3daed3134bed916169f2b8f73f19e228f5
SH560290,,True,True,f3a5c8691fd0e3cac2a37857f37c7b89ab14d5becc1a03bf3b22b04db4915ba6
SH560300,,True,True,7b127509d3cf4c625fbaf4e21ec291a7b887e503630ee166d96c68268acbce43
SH560310,,True,True,7f47dfe84671c994355fa68e658eba49c22242cbcdb7f7658a5fdac36abad1fe
SH560320,,True,True,4c14ade4cc0a92cf9c5a20bb04a87053db12b01a41dae7868a8476663678225d
SH560330,,True,True,42a68b2e2a82fbe46b8db2eeb3261aeae88bdf52b8afeeed828b16595b94152e
SH560350,,True,True,7a05b9226a68f97cef471d873dd47f590b1a2e39ca332dfdeec523060ca82688
SH560360,,True,True,14cbfc8649ef3cfc03da4344faebdbd43269c46a97b34ebc3ab678babdaae074
SH560370,,True,True,78c5bd8be652b8171f717b4df4c29b3dbb879ef88393649de82fcdd19217a861
SH560380,,True,True,dcd3007ab09d6aa3771b0807c3090fa467282e3b693910946d169bb05f4a11d8
SH560390,,True,True,d10e793ca3b9a4d43875f320ec13e9b1b4a09adafab5f4f1250446f260e95cb8
SH560400,,True,True,5191a1d25ab3345416c292787b792791fc6570feea6743283822d0d2533c3ce6
SH560410,,True,True,f2266bc0a6f2b24398166b05848abc43543bd759e7ce03dd3092fd32f4420490
SH560420,,True,True,961d83a502782baee608e71acb3b092b899e6ad490a614882dd3d28da3b8515a
SH560450,,True,True,60dab250deacbb919e7bfa90ec066f942375c39bfa9fb5509aaad30a355ee93b
SH560460,,True,True,fec58dce3766614d529f1249385563e0be958d782d992bcb60517f3d2d57e792
SH560470,,True,True,818c01bbc841042e4d7b477c35202d096c839f4d58edbd6af46e1b9f0c2b1b45
SH560480,,True,True,d58975ca75cff546f136d2cde49bd6a9f337d3e31e89d20196ccb13955bd0a6d
SH560490,,True,True,3f484be29717874ac662595bb44866809f5f16383dd265d1796025dbdb618e2a
SH560500,,True,True,a65e56287e74983cdf00bec1380322c0129175c4d201183685f587eab17daa38
SH560510,,True,True,95e508c11998d41bc7a8c1281382ccb729a558c7e3d2ad8d3aa6f75f19293221
SH560520,,True,True,4a99f9368c60207584049fcacbb8263a066add17f40a25bfbf1062b808ddad46
SH560530,,True,True,9ecee12c860b6c2f462619e0e84e77cfaa53a94a45ea97afabc13007fed5c737
SH560550,,True,True,065067fd03d6cde54f138c68fae0d0240968f439108c8bbb8441bd2ed46f927b
SH560560,,True,True,e57657be6794a4413562ee9ebba7b54c42d043c95707d8fcf2e9f54d92694938
SH560570,,True,True,3f996fa787ed1256628aa8bb105c900c1bb26e957f21bf294b2cb75748b1f422
SH560580,,True,True,3abd3e2449b14b9d825d8f1d44c43d33b1a51c8c6cc55ff320daa9222c29d761
SH560590,,True,True,879467ef23eba44361b73e7102cea023d43d0e50f1e377050b2fda504d0079dd
SH560610,,True,True,4d5925f679053af266e1ed9b0f23cde679f70bef62741d45d7211bef0c8fcb1c
SH560620,,True,True,4bfd31d5fdd17c9f865ef0870afdb5b218edb0daf758f2156099fe24109f7ae8
SH560630,,True,True,5b08437bfacbd34fbfe632cc4d2abe004c84882dc7d604ecde8444d6109d7bc9
SH560660,,True,True,841b4f91a284964c75ac9282af90130be3a78171078535b2a719e7d733d8849c
SH560670,,True,True,88d2bf0d266d788fa181181cf871458353ed3c592c6e0e1c6f4d465002356d56
SH560680,,True,True,8e614064cb0a53811484066e7cfe44cd63a378d2cf566070743e274cd8a345d6
SH560690,,True,True,8ff7198b33772732c9c0810dadff2aa295f6fc073483fa8ed143655392d77017
SH560700,,True,True,adfb8b0e080698b23402aa0f57bf853fa179e9f162a5df39295fb70d5bd6b97c
SH560710,,True,True,3ce66d7329ea1db22039203abf2f50d29ac0b5a21e42a03f353dd2b40607d3e4
SH560720,,True,True,bcd6786335844de4c2337b357516f38db3f4b15ac622d449b306850d6396dc7f
SH560730,,True,True,8888ca184a7d6d6f14cccb0d97df490ad537ec19c6cea05196ee68eb8289f1b4
SH560750,,True,True,6fa008fb194f63c5e8cd559d131575749f886dcfbf9ad0529a1c5292b169bfe6
SH560770,,True,True,50ab894da8c8b484c13ec48f474c388b1472a3c026180e0f18e2584d878e4bb9
SH560780,,True,True,d1840484b065f5049bea7d4d1ab36bccd0d171d98a58b063dfd36810da02dac8
SH560790,,True,True,0b0855e7860d1e8deb5b637882f9a4d7f4ee15f97c46412f017e284b3909b11d
SH560800,,True,True,2e92e92e01ac292ca971444810d24c55bd0e20773e79283c186f176138a068ca
SH560810,,True,True,7b07f5350ea8cea91dc18c663c0189d7ba7d68eed730f8bd40a33e72add775a9
SH560820,,True,True,7789b790e8f38497a05b5ed6e880d5568528500c25b387d4bdabbe779f4525ea
SH560830,,True,True,7c3ce3db2a8c5cddf5f3eec0da7872377ab169f16b2203c7755c9cf5f5b2a381
SH560850,,True,True,4f9fb7d1733d69f703d8b481e4d9f1f2da99252d2f8ee805507a65c25703705d
SH560860,,True,True,15bb20b6fbc297cb157ae6752870d65d76b8642b0308598b84e6b7d397be2f72
SH560870,,True,True,cb3b8a7d0c711bcf6577bc3dcb4af29b5a1efbb65d27c87a13e88dcf93bcdcd6
SH560880,,True,True,23bad78bde10f0af3ca2066bfbe99a3a69b9525be7bf1bca512e9d287eb19ce6
SH560900,,True,True,02ed431b47303df8c0bd722ba6a2c4b9fc079ca6884ef0012bf41fd6366467ec
SH560910,,True,True,73196f88b2ca10c95c03d96a90feab6c486b3bdeda6ebfac14c645136798a026
SH560920,,True,True,24b694e58f9f102a0a6170dd4d94288ea87c2fea03e609a6d25b70215d5c03d7
SH560930,,True,True,138c16cc506fced1e7cc343433869cf49a27cbfba2f371821892c102e4680bb3
SH560950,,True,True,8eb5fe05d9e0493712010dda381bfaf28760574a32d4cfe24ab9f3cb5d7067d9
SH560970,,True,True,3cb73e8bb1d0c40f1d21083a526695d4069d985a9cee1feb4751342894aed84e
SH560980,,True,True,99234a5db808febd36de48f8baab2dca0a925b8dd08c6f234815c0182cb307b4
SH560990,,True,True,dfa2a2a8fdf94c030ff436994962a4fb9e909db725be83a9eb2d558c59dc4cfd
SH561000,,True,True,d83b6c3d376a77c809d7d7241029be6a42cc9b8c53e7735e8050c68ed7a3baa6
SH561010,,True,True,caf3890169e751aa5ef91bdc0beddfc064a0e6b4226ed77ee3fb7ce837643582
SH561020,,True,True,898c2c14f280e54ac5fcc6a620f2e6e81267b8907e039ad23a32d423e991efc2
SH561030,,True,True,477c0645baf01b75931303b25705b4b15f8c1f1598eae93067788ef2787c7615
SH561050,,True,True,ac4cfe8dd8400522d03ea17d32f5e8020911498819ad30e34ede8578eab1ce96
SH561060,,True,True,0ef609682a6a74650a6c3eada15ebb3819c030fbfd1e934015d62445a17a992f
SH561080,,True,True,f1a45ac625e63b0b4e5b283b08dea0409ca53b6d3ec08e44aa3bd2e83e7f04ee
SH561090,,True,True,963946979a55b575ea1a1a17d70b3a6725c5fb6b48070a1fd455cb8626ffe86b
SH561100,,True,True,2fe481b5658929e6c6ab0564cc476e816f8d73a22fa6743522b4c4704a158775
SH561120,,True,True,7d29739a77a4d2c4a172f9f39c27d95d65b4d41fe1f5a938cc240b9fb5720ce9
SH561130,,True,True,24eec23debff6fa8e3fe3421d8792250e243635929f6c2be0fe3fed49b38498f
SH561160,,True,True,9baa6b3119296dda60036a49a413539784a908da2be6027e92104c9e940d0b39
SH561170,,True,True,3438e85ad29af0d913895a305700c98beeb0f3c6f10467f8222562c9b2084fc4
SH561180,,True,True,ced11c8eb67f2cc48ba75c684f32e55eeea9479fa7ec8c30dc23ff2203195206
SH561190,,True,True,b2e61bc8e5dd06460c4737e72aae4d2a61b8adfb8e91f15c920474302a27640c
SH561200,,True,True,a37e26a0f636fea74557c9731427c11aae5645d13529bc39e65bea0fda494649
SH561220,,True,True,c0648622bdd98beb54ff192d8cf03e4f4bae8de9c03023d3ec2ea0195f5b3b20
SH561230,,True,True,230b38272185abc83c38a4afa7a714e4336635643086e4ee3a19136706bc667f
SH561250,,True,True,95b7ef3337b81ff9c11a5964cbc73c1db1712fca8a8cb472095cb5d0afa6e5db
SH561260,,True,True,b7e222e38ada40ee7646520d9515fc1375979c6232c3a4825ea11cbea74dd48b
SH561280,,True,True,7e3f2dab02958c9d535c2f13076ecfb9e42c4550149b828074f957dd34da92ed
SH561300,,True,True,841db0b8bebe1a59f88a93ac88418be964bfe5780d1f5a1f5e51e04380858b40
SH561310,,True,True,cd744b9a48d38fc9f16f32f2dfb2e314fe04e4dc724fea2a92baf7482c39c2db
SH561320,,True,True,17a303b7c63fd6cb6694235b16d6f85b44d4d53b836849ed89650e376bc5fd07
SH561330,,True,True,9ff633e413a8402643c818bbf9aee2b36bb9988536b1bbaa2fe2f3cc57b8fe4f
SH561350,,True,True,a84c402590cd0e02f497556bf0e692f297a374de57d3b3d2cb3330b50d4e7c3a
SH561360,,True,True,23aade0cd170ba4335d021776412a58e047f9049bccb1ca1070c5fe6c39a2a88
SH561370,,True,True,83d081db1d0c30b98e03535c1866c4718acf3af83a7c7df5257c870d5bc56768
SH561380,,True,True,a218c43012af39227771df9a72cddbbd5e7be9491fdea12eb9d9efb0b9e08a13
SH561400,,True,True,f32955fa72e4204fdabb2b80786163d5b414262702f67d43077d0531076e6184
SH561420,,True,True,8e43e4e805ae50354a2dbae594351bac5ebad1e974ac6d9f1a8dd618f2fdbde2
SH561430,,True,True,3c2c64e90bf2ac0fe01aa89ad07220d9f90e7df9c4b488650801dea8f9147c65
SH561450,,True,True,bee3101e246bf88f3e8ea243a58da99d5efdf34f662798e948f4c336cda12cb4
SH561460,,True,True,ff9a105e1f1504bdd4b81b8c211627d77c7511700ed4524fbe93d251808331b9
SH561470,,True,True,7acf1d402a0a86fbaec1f35af2ee30484b82ce205d4826e65da04b95deb93fd5
SH561490,,True,True,2c15a94c901bb7de7b4a3b06287031282cdf2514b9a8e2eedbcc2330ef3029dc
SH561500,,True,True,9b306c84f09274be4a09067d677c3e22dd09a87c028b60042924d29156441d4a
SH561510,,True,True,0d94f5899b94078dbb473808f71608224e32074280190bd630b245f27a72224c
SH561550,,True,True,723b4f74d2fe5defc8b81aa9630f0cd0afbc8564c2add505d99cc1f1d92fbfd8
SH561560,,True,True,5f0b23eabf886202a0e5c47fa63b5c792b1e4ee782a5a83c47217510978e5ae1
SH561570,,True,True,d288a173bfdab8d89141e1ce542b42db0aeccd9e97ca40e7aa1dc2ca7db7e72d
